object_number,is_highlight,is_public_domain,object_id,department,object_name,title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
1995.96.26,false,true,282178,Photographs,Photograph,Vue de l'Odon,,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,33.9 x 25.6 cm (13 3/8 x 10 1/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282178,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.27,false,true,282179,Photographs,Photograph,"Poissonerie, Caen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,24.6 x 33.5 cm (9 11/16 x 13 3/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282179,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.28,false,true,282180,Photographs,Photograph,"Abbaye aux Dames et Hospice, Caen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,25.8 x 34.4 cm (10 3/16 x 13 9/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282180,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.28,false,true,283102,Photographs,Photograph,[Dog],,,,,,Artist,,Louis-Auguste Bisson,"French, 1814–1876",,"Bisson, Louis-Auguste",French,1814,1876,1841–49,1841,1849,Daguerreotype,7.6 x 10.3 cm (3 x 4 1/16 in.),"Gilman Collection, Purchase, Jennifer and Joseph Duke Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283102,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2000.208.1,false,true,283721,Photographs,Photograph,[Boy in Uniform],,,,,,Artist,,Jean-Baptiste Frénet,"French, 1814–1889",,"Frénet, Jean-Baptiste",French,1814,1889,ca. 1855,1853,1857,Salted paper print from glass negative,24.5 x 17.9 cm (9 5/8 x 7 1/16 in. ),"Purchase, Harriette and Noel Levine Gift and Jennifer and Joseph Duke Gift, 2000",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283721,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
53.704.8,false,true,269671,Photographs,Photograph,Colonne Vendôme,,,,,,Artist,,Franck,"French, 1816–1906",,Franck,French,1816,1906,1871,1871,1871,Albumen silver print from glass negative,,"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/269671,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.380,false,true,286595,Photographs,Photograph,Canal St. Martin,,,,,,Artist,,Franck,"French, 1816–1906",,Franck,French,1816,1906,1860,1860,1860,Albumen silver print from glass negative,Image: 18.6 x 25.2 cm (7 5/16 x 9 15/16 in.),"Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286595,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2008.98,false,true,288428,Photographs,Photograph,"Deuxième Cataracte, Rocher d'Abouçir, Rapides et Ilots Granitiques",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851,1851,1851,Salted paper print from paper negative,Image: 24.9 x 30.7 cm (9 13/16 x 12 1/16 in.) Mount: 39.9 x 51.9 cm (15 11/16 x 20 7/16 in.),"Purchase, Susan and Thomas Dunn Gift and funds from various donors, 2008",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/288428,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1996.530,false,true,272026,Photographs,Photograph,"Louksor (Thèbes), Vue Générale des Ruines",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print  from paper negative,25.4 x 30.8 cm (10 x 12 1/8 in. ),"Gift of Hans P. Kraus Jr. and Mariana Cooke, 1997",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/272026,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2013.431,false,true,307071,Photographs,Photograph,"Dandoûr, Nubie",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851,1851,1851,Salted paper print from paper negative,Image: 23.9 × 31.1 cm (9 7/16 × 12 1/4 in.),"Funds from various donors, 2013",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/307071,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.60,false,true,283145,Photographs,Photograph,"Abo-Sembil, Grand Spéos, Statues Colossales vues de Face (Parte Inférieure)",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24.3 x 30.8 cm (9 9/16 x 12 1/8 in.) Mount: 37.9 x 50.1 cm (14 15/16 x 19 3/4 in.),"Gilman Collection, Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283145,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.61,false,true,283146,Photographs,Photograph,"Béni Haçan, Architecture Hypogéenne, Tombeau d'Amoneï",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24.4 x 30.6 cm (9 5/8 x 12 1/16 in.) Mount: 40.4 x 52.2 cm (15 7/8 x 20 9/16 in.),"Gilman Collection, Purchase, William Talbott Hillman Foundation Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283146,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.62,false,true,283147,Photographs,Photograph,"Séboûah, Temple, Colosse et Sphinx de la Partie Gauche de l'Avenue",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24 × 31.1 cm (9 7/16 × 12 1/4 in.) Mount: 37.9 × 50.2 cm (14 15/16 × 19 3/4 in.),"Gilman Collection, Purchase, Ann Tenenbaum and Thomas H. Lee Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283147,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.688,false,true,285952,Photographs,Photograph,"Louksor (Thèbes), Construction Postérieure - Galeries - Parallèles",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24 x 30.2 cm (9 7/16 x 11 7/8 in.) Mount: 40.2 x 52.3 cm (15 13/16 x 20 9/16 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285952,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.689,false,true,286152,Photographs,Photograph,"Le Kaire, Mosquée Nâcéryeh",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,published 1851,1851,1851,Salted paper print from paper negative,Image: 24 x 30.5 cm (9 7/16 x 12 in.) Mount: 40.3 x 52.2 cm (15 7/8 x 20 9/16 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286152,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.690,false,true,285955,Photographs,Photograph,"Abou Sembil, Grand Spéos - Statues Colossales, Vues de Trois-Quarts",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 30 x 24.4 cm (11 13/16 x 9 5/8 in.) Mount: 51.6 x 39.9 cm (20 5/16 x 15 11/16 in.),"Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285955,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.691,false,true,286150,Photographs,Photograph,"Dakkeh, Village et Rives du Nil",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 23.7 x 30.9 cm (9 5/16 x 12 3/16 in.) Mount: 40 x 51.8 cm (15 3/4 x 20 3/8 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286150,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.693,false,true,285946,Photographs,Photograph,"Louksor (Thèbes), Construction Antérieure - Pylône Colosses et Obélisque",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24.3 x 30.4 cm (9 9/16 x 11 15/16 in.) Mount: 40.3 x 52.1 cm (15 7/8 x 20 1/2 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285946,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.694,false,true,285945,Photographs,Photograph,"Ile de Fîleh (Philæ), Vue Génèrale Prise du Point I, Sur La Plateforme du Pylône",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24 x 30.5 cm (9 7/16 x 12 in.) Mount: 39.6 x 51.8 cm (15 9/16 x 20 3/8 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285945,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.695,false,true,285954,Photographs,Photograph,"Louksor, Petit Bras du Nil - Barque de Voyageurs",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24.2 x 30.7 cm (9 1/2 x 12 1/16 in.) Mount: 40.5 x 52.4 cm (15 15/16 x 20 5/8 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285954,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.696,false,true,285948,Photographs,Photograph,"Abâzîz, Intérieure d'un Village Arabe",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 23.6 x 30.3 cm (9 5/16 x 11 15/16 in.) Mount: 39.7 x 51.7 cm (15 5/8 x 20 3/8 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285948,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.697,false,true,286091,Photographs,Photograph,"Ile de Fîleh (Philæ), Premier Pylône, Inscription Française Gravée Sur L'Ébrasement Oriental, En M",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 23.7 x 30.6 cm (9 5/16 x 12 1/16 in.) Mount: 39.9 x 51.7 cm (15 11/16 x 20 3/8 in.),"Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286091,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.925,false,true,286153,Photographs,Photograph,"Sébôuah, Vue Générale du Temple",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,published 1851,1851,1851,Salted paper print from paper negative,Image: 23.8 x 30.6 cm (9 3/8 x 12 1/16 in.) Mount: 39.8 x 51.5 cm (15 11/16 x 20 1/4 in.),"Gilman Collection, Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286153,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.940,false,true,286151,Photographs,Photograph,"Louksor (Thèbes), Vue Générale des Ruines",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 23.6 x 30.5 cm (9 5/16 x 12 in.) Mount: 40.2 x 51.8 cm (15 13/16 x 20 3/8 in.),"Gilman Collection, Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286151,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.941,false,true,285947,Photographs,Photograph,"Esneh (Latopolis), Construction Ensablée - Architrave, Fûts et Chapiteaux",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 24.9 x 30.7 cm (9 13/16 x 12 1/16 in.) Mount: 40.1 x 51.8 cm (15 13/16 x 20 3/8 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285947,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.942,false,true,285956,Photographs,Photograph,"Ile de Fîleh (Philæ), Vu Générale Prise du Nord-Ouest au Point A",,,,,,Artist,,Félix Teynard,"French, 1817–1892",,"Teynard, Félix",French,1817,1892,1851–52,1851,1852,Salted paper print from paper negative,Image: 23.9 x 31.2 cm (9 7/16 x 12 5/16 in.) Mount: 39.8 x 51.6 cm (15 11/16 x 20 5/16 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285956,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.698,false,true,285640,Photographs,Photographs,Young Nuba Woman,,,,,,Artist,,Pierre Trémaux,"French, 1818–1895",,"Trémaux, Pierre",French,1818,1895,1853–54,1853,1854,Salted paper print from paper negative,Image: 10 9/16 × 8 1/4 in. (26.9 × 21 cm) Mount: 13 11/16 × 9 5/16 in. (34.7 × 23.6 cm),"Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285640,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1998.132,true,true,282234,Photographs,Photograph,The Refectory of the Imperial Asylum at Vincennes,,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1858–59,1858,1859,Salted paper print from glass negative,34.2 x 42.5 cm (13 7/16 x 16 3/4 in.),"Gift of Hans P. Kraus Jr. and Mariana Cook, in honor of André and Marie-Thérèse Jammes, 1998",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282234,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2000.286,false,true,283736,Photographs,Photograph,A Street in Grasse,,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1852,1852,1852,Salted paper print from paper negative,32.9 x 23.8 cm (12 15/16 x 9 3/8 in. ),"Purchase, Jennifer and Joseph Duke Gift and several members of The Chairman's Council Gifts, 2000",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283736,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1997.382.63,false,true,282074,Photographs,Photograph,Tarascon,,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,ca. 1852,1850,1854,Albumen silver print from paper negative,23.6 x 29.5 cm (9 5/16 x 11 5/8 in.),"The Rubel Collection, Purchase, Lila Acheson Wallace Gift, 1997",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282074,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.52,false,true,283133,Photographs,Photograph,Spartan Soldier,,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1859,1859,1859,Albumen silver print from glass negative,Image: 35.3 x 43.5 cm (13 7/8 x 17 1/8 in.),"Gilman Collection, Purchase, Harriette and Noel Levine Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283133,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.204,false,true,285853,Photographs,Photograph,"Arles, Porte des Châtaignes",,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1852,1850,1854,Salted paper print from a paper negative,Image: 22.1 x 32.1 cm (8 11/16 x 12 5/8 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285853,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.264,false,true,286170,Photographs,Photograph,"[Lord Brougham and his Family, Cannes]",,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1862,1862,1862,Albumen silver print from glass negative,Image: 24.8 x 34 cm (9 3/4 x 13 3/8 in.),"Gilman Collection, Purchase, Harriette and Noel Levine Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286170,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.314,false,true,286169,Photographs,Photograph,[Still Life with Game Birds],,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1859,1857,1861,Albumen silver print from glass negative,Image: 43.8 x 34.9 cm (17 1/4 x 13 3/4 in.),"Gilman Collection, Purchase, Jennifer and Joseph Duke Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286169,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.327,false,true,286165,Photographs,Photograph,[The 15th of August.  Imperial Asylum at Vincennes],,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1858,1857,1861,Albumen silver print from glass negative,"Image: 32.3 x 44.2 cm (12 11/16 x 17 3/8 in.), oval Mount: 47.5 x 60.5 cm (18 11/16 x 23 13/16 in.)","Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286165,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.328,false,true,286164,Photographs,Photograph,[Self-Portrait in Eastern Costume],,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1855–60,1851,1852,Albumen silver print from glass negative,Image: 18.7 x 13.8 cm (7 3/8 x 5 7/16 in.) Mount: 38.1 x 28.9 cm (15 x 11 3/8 in.),"Gilman Collection, Purchase, Harriette and Noel Levine Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286164,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.560,false,true,286173,Photographs,Photograph,[Family Group],,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1854,1854,1854,Salted paper print from glass negative,Mount: 7 3/8 in. × 8 9/16 in. (18.8 × 21.7 cm) Image: 5 11/16 × 7 1/16 in. (14.4 × 18 cm),"Gilman Collection, Purchase, Jennifer and Joseph Duke Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286173,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.755,false,true,286171,Photographs,Photograph,"Asile impériale de Vincennes, salle de jeu",,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1858–59,1858,1859,Albumen silver print from glass negative,Image: 8 3/4 × 7 3/16 in. (22.3 × 18.2 cm),"Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286171,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
